id,thana,lat,lon,case_no,date,serial,total_amo,t56,rubber_cartridge,rubber_cartridge1,tear_gas_grenade,baton_rounds,lethal,non_lethal,shotgun_shell
850,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,850,12,0,4,6,2,0,4,8,0
851,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,851,9,0,0,9,0,0,0,9,0
852,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,852,48,0,23,25,0,0,23,25,0
853,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,853,2,0,0,2,0,0,0,2,0
854,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,854,8,0,5,3,0,0,5,3,0
855,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,855,5,0,3,2,0,0,3,2,0
856,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,856,1,0,0,0,1,0,0,1,0
857,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,857,2,0,2,0,0,0,2,0,0
858,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,858,5,0,0,0,5,0,0,5,0
859,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,859,4,0,4,0,0,0,4,0,0
860,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,860,2,0,0,0,2,0,0,2,0
861,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,861,7,0,0,7,0,0,0,7,0
862,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,862,7,0,3,4,0,0,3,4,0
863,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,863,7,0,3,4,0,0,3,4,0
864,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,864,8,0,8,0,0,0,8,0,0
865,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,865,26,0,15,11,0,0,15,11,0
866,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,866,12,0,12,0,0,0,12,0,0
867,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,867,4,0,0,0,4,0,0,4,0
868,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,868,9,0,0,0,9,0,0,9,0
869,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,869,7,0,0,0,7,0,0,7,0
870,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,870,15,0,3,12,0,0,3,12,0
871,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,871,8,0,0,0,8,0,0,8,0
872,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,872,105,0,50,55,0,0,50,55,0
873,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,873,5,0,0,5,0,0,0,5,0
874,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,874,5,0,1,4,0,0,1,4,0
875,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,875,11,0,1,10,0,0,1,10,0
876,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,876,4,0,2,2,0,0,2,2,0
877,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,877,10,0,0,10,0,0,0,10,0
878,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,878,8,0,0,8,0,0,0,8,0
879,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,879,20,0,5,15,0,0,5,15,0
880,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,880,13,0,0,13,0,0,0,13,0
881,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,881,10,0,3,7,0,0,3,7,0
882,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,882,13,0,0,13,0,0,0,13,0
883,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,883,9,0,2,7,0,0,2,7,0
884,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,884,15,0,0,15,0,0,0,15,0
885,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,885,1,0,0,0,1,0,0,1,0
886,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,886,8,0,0,0,6,2,0,8,0
887,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,887,11,0,0,0,6,5,0,11,0
888,Jatrabari,23.69927343,90.45758044,৫৪/৭০৫,17/07/2024,888,4,0,0,0,1,3,0,4,0
889,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,889,2,0,0,0,0,0,2,0,0
890,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,890,30,30,0,0,0,0,30,0,0
891,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,891,30,30,0,0,0,0,30,0,0
892,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,892,60,0,60,0,0,0,60,0,0
893,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,893,70,0,70,0,0,0,70,0,0
894,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,894,30,0,0,0,30,0,0,30,0
895,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,895,30,0,0,0,30,0,0,30,0
896,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,896,20,20,0,0,0,0,20,0,0
897,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,897,20,20,0,0,0,0,20,0,0
898,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,898,70,0,70,0,0,0,70,0,0
899,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,899,70,0,70,0,0,0,70,0,0
900,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,900,30,0,0,0,30,0,0,30,0
901,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,901,30,0,0,0,30,0,0,30,0
902,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,902,20,20,0,0,0,0,20,0,0
903,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,903,20,20,0,0,0,0,20,0,0
904,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,904,20,20,0,0,0,0,20,0,0
905,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,905,70,0,70,0,0,0,70,0,0
906,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,906,70,0,70,0,0,0,70,0,0
907,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,907,70,0,70,0,0,0,70,0,0
908,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,908,20,20,0,0,0,0,20,0,0
909,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,909,20,20,0,0,0,0,20,0,0
910,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,910,70,0,70,0,0,0,70,0,0
911,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,911,70,0,70,0,0,0,70,0,0
912,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,912,30,0,0,0,30,0,0,30,0
913,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,913,6,0,0,0,6,0,0,6,0
914,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,914,30,0,0,0,30,0,0,30,0
915,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,915,20,20,0,0,0,0,20,0,0
916,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,916,20,20,0,0,0,0,20,0,0
917,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,917,20,20,0,0,0,0,20,0,0
918,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,918,20,20,0,0,0,0,20,0,0
919,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,919,20,20,0,0,0,0,20,0,0
920,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,920,20,20,0,0,0,0,20,0,0
921,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,921,20,20,0,0,0,0,20,0,0
922,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,922,70,0,70,0,0,0,70,0,0
923,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,923,20,20,0,0,0,0,20,0,0
924,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,924,20,20,0,0,0,0,20,0,0
925,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,925,20,20,0,0,0,0,20,0,0
926,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,926,70,0,70,0,0,0,70,0,0
927,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,927,20,20,0,0,0,0,20,0,0
928,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,928,20,20,0,0,0,0,20,0,0
929,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,929,7,7,0,0,0,0,7,0,0
930,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,930,70,70,0,0,0,0,70,0,0
931,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,931,70,0,70,0,0,0,70,0,0
932,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,932,70,0,70,0,0,0,70,0,0
933,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,933,53,0,53,0,0,0,53,0,0
934,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,934,60,0,60,0,0,0,60,0,0
935,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,935,60,0,60,0,0,0,60,0,0
936,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,936,60,0,60,0,0,0,60,0,0
937,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,937,60,0,60,0,0,0,60,0,0
938,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,938,50,0,0,0,50,0,0,50,0
939,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,939,50,0,0,0,50,0,0,50,0
940,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,940,60,0,60,0,0,0,60,0,0
941,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,941,50,0,50,0,0,0,50,0,0
942,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,942,5,0,0,0,0,0,5,0,0
943,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,943,50,0,50,0,0,0,50,0,0
944,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,944,50,0,50,0,0,0,50,0,0
945,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,945,50,0,0,0,50,0,0,50,0
946,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,946,50,0,0,0,50,0,0,50,0
947,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,947,45,0,0,0,45,0,0,45,0
948,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,948,45,0,0,0,45,0,0,45,0
949,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,949,40,0,20,20,0,0,20,20,0
950,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,950,28,0,18,10,0,0,18,10,0
951,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,951,16,0,5,11,0,0,5,11,0
952,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,952,35,0,10,25,0,0,10,25,0
953,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,953,20,0,10,10,0,0,10,10,0
954,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,954,30,0,10,20,0,0,10,20,0
955,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,955,27,0,10,17,0,0,10,17,0
956,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,956,5,0,0,5,0,0,0,5,0
957,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,957,40,40,0,0,0,0,40,0,0
958,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,958,38,38,0,0,0,0,38,0,0
959,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,959,40,40,0,0,0,0,40,0,0
960,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,960,2,0,0,0,2,0,0,2,0
961,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,961,39,0,18,21,0,0,18,21,0
962,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,962,18,0,13,5,0,0,13,5,0
963,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,963,15,0,15,0,0,0,15,0,0
964,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,964,27,0,17,10,0,0,17,10,0
965,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,965,23,23,0,0,0,0,23,0,0
966,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,966,25,25,0,0,0,0,25,0,0
967,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,967,5,0,0,0,5,0,0,5,0
968,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,968,12,12,0,0,0,0,12,0,0
969,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,969,27,27,0,0,0,0,27,0,0
970,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,970,2,0,0,0,2,0,0,2,0
971,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,971,1,0,0,0,1,0,0,1,0
972,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,972,21,0,11,10,0,0,11,10,0
973,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,973,19,0,11,8,0,0,11,8,0
974,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,974,21,0,9,12,0,0,9,12,0
975,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,975,16,0,9,7,0,0,9,7,0
976,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,976,32,0,17,15,0,0,17,15,0
977,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,977,22,0,10,12,0,0,10,12,0
978,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,978,12,0,6,6,0,0,6,6,0
979,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,979,29,0,16,13,0,0,16,13,0
980,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,980,10,0,10,0,0,0,10,0,0
981,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,981,21,0,16,5,0,0,16,5,0
982,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,982,16,16,0,0,0,0,16,0,0
983,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,983,10,10,0,0,0,0,10,0,0
984,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,984,3,3,0,0,0,0,3,0,0
985,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,985,14,14,0,0,0,0,14,0,0
986,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,986,7,0,0,0,7,0,0,7,0
987,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,987,10,0,0,0,10,0,0,10,0
988,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,988,252,0,72,180,0,0,72,180,0
989,Jatrabari,23.69927343,90.45758044,৫৮/৭০৯,20/07/2024,989,123,0,0,0,55,68,0,123,0
990,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,990,0,0,0,0,0,0,0,0,0
991,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,991,30,0,0,30,0,0,0,30,0
992,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,992,25,0,0,20,5,0,0,25,0
993,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,993,37,0,0,30,7,0,0,37,0
994,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,994,40,0,0,30,10,0,0,40,0
995,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,995,45,0,0,40,5,0,0,45,0
996,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,996,18,0,0,10,8,0,0,18,0
997,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,997,40,0,0,30,10,0,0,40,0
998,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,998,25,0,0,15,10,0,0,25,0
999,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,999,44,0,0,38,6,0,0,44,0
1000,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1000,60,0,60,0,0,0,60,0,0
1001,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1001,50,0,50,0,0,0,50,0,0
1002,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1002,60,0,60,0,0,0,60,0,0
1003,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1003,70,0,70,0,0,0,70,0,0
1004,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1004,60,0,60,0,0,0,60,0,0
1005,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1005,60,0,60,0,0,0,60,0,0
1006,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1006,70,0,70,0,0,0,70,0,0
1007,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1007,60,0,60,0,0,0,60,0,0
1008,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1008,60,0,60,0,0,0,60,0,0
1009,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1009,70,0,70,0,0,0,70,0,0
1010,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1010,70,0,70,0,0,0,70,0,0
1011,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1011,60,0,60,0,0,0,60,0,0
1012,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1012,60,0,60,0,0,0,60,0,0
1013,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1013,70,0,70,0,0,0,70,0,0
1014,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1014,60,0,60,0,0,0,60,0,0
1015,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1015,50,0,50,0,0,0,50,0,0
1016,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1016,50,0,50,0,0,0,50,0,0
1017,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1017,60,0,60,0,0,0,60,0,0
1018,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1018,60,0,60,0,0,0,60,0,0
1019,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1019,50,0,50,0,0,0,50,0,0
1020,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1020,60,0,60,0,0,0,60,0,0
1021,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1021,80,0,80,0,0,0,80,0,0
1022,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1022,70,0,70,0,0,0,70,0,0
1023,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1023,80,0,80,0,0,0,80,0,0
1024,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1024,50,0,50,0,0,0,50,0,0
1025,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1025,60,0,60,0,0,0,60,0,0
1026,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1026,50,0,50,0,0,0,50,0,0
1027,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1027,75,0,75,0,0,0,75,0,0
1028,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1028,85,0,85,0,0,0,85,0,0
1029,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1029,30,0,30,0,0,0,30,0,0
1030,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1030,30,0,30,0,0,0,30,0,0
1031,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1031,40,0,40,0,0,0,40,0,0
1032,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1032,45,0,45,0,0,0,45,0,0
1033,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1033,50,0,50,0,0,0,50,0,0
1034,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1034,25,0,25,0,0,0,25,0,0
1035,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1035,50,0,50,0,0,0,50,0,0
1036,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1036,50,0,50,0,0,0,50,0,0
1037,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1037,50,0,50,0,0,0,50,0,0
1038,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1038,10,0,10,0,0,0,10,0,0
1039,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1039,15,0,15,0,0,0,15,0,0
1040,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1040,37,0,37,0,0,0,37,0,0
1041,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1041,15,0,15,0,0,0,15,0,0
1042,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1042,20,0,20,0,0,0,20,0,0
1043,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1043,10,0,10,0,0,0,10,0,0
1044,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1044,60,0,60,0,0,0,60,0,0
1045,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1045,50,0,50,0,0,0,50,0,0
1046,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1046,60,0,60,0,0,0,60,0,0
1047,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1047,60,0,60,0,0,0,60,0,0
1048,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1048,50,0,50,0,0,0,50,0,0
1049,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1049,60,0,60,0,0,0,60,0,0
1050,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1050,40,0,40,0,0,0,40,0,0
1051,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1051,30,0,30,0,0,0,30,0,0
1052,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1052,40,0,40,0,0,0,40,0,0
1053,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1053,40,0,40,0,0,0,40,0,0
1054,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1054,40,0,40,0,0,0,40,0,0
1055,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1055,30,0,30,0,0,0,30,0,0
1056,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1056,40,0,40,0,0,0,40,0,0
1057,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1057,20,0,20,0,0,0,20,0,0
1058,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1058,40,0,40,0,0,0,40,0,0
1059,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1059,30,0,30,0,0,0,30,0,0
1060,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1060,40,0,40,0,0,0,40,0,0
1061,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1061,40,0,40,0,0,0,40,0,0
1062,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1062,60,0,60,0,0,0,60,0,0
1063,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1063,70,0,70,0,0,0,70,0,0
1064,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1064,60,0,60,0,0,0,60,0,0
1065,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1065,60,0,60,0,0,0,60,0,0
1066,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1066,40,0,40,0,0,0,40,0,0
1067,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1067,50,0,50,0,0,0,50,0,0
1068,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1068,50,0,50,0,0,0,50,0,0
1069,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1069,40,0,40,0,0,0,40,0,0
1070,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1070,40,0,40,0,0,0,40,0,0
1071,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1071,120,0,120,0,0,0,120,0,0
1072,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1072,90,0,90,0,0,0,90,0,0
1073,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1073,70,0,70,0,0,0,70,0,0
1074,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1074,80,0,80,0,0,0,80,0,0
1075,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1075,70,0,70,0,0,0,70,0,0
1076,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1076,60,0,60,0,0,0,60,0,0
1077,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1077,20,0,0,0,20,0,0,20,0
1078,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1078,15,0,0,0,15,0,0,15,0
1079,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1079,10,0,0,0,10,0,0,10,0
1080,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1080,10,0,0,0,10,0,0,10,0
1081,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1081,20,0,0,0,20,0,0,20,0
1082,Jatrabari,23.69927343,90.45758044,৫৫/৭০৬,18/07/2024,1082,20,0,0,0,20,0,0,20,0
